"","feature1","feature2","feature3","feature4"
"9682",2,-2,1,-3
"9683",0,0,1,-3
"9684",1,-3,2,-2
"9685",2,-2,2,-2
"9686",3,-1,5,1
"9687",3,-1,3,-1
"9688",3,-1,7,3
"9689",3,-1,4,0
"9690",6,6,6,2
"9691",2,-2,7,3
"9692",5,2,5,1
"9693",5,2,7,3
"9694",2,-2,4,0
"9695",5,2,4,0
"9696",4,1,7,3
"9697",1,-3,4,0
"9698",3,-1,6,2
"9699",2,-2,2,-2
"9700",5,2,4,0
"9701",0,0,1,-3
"9702",5,2,4,0
"9703",3,-1,4,0
"9704",1,-3,6,2
"9705",4,1,4,0
"9706",1,-3,4,0
"9707",5,2,4,0
"9708",0,0,1,-3
"9709",1,-3,4,0
"9710",4,1,1,-3
"9711",3,-1,2,-2
"9712",3,-1,7,3
"9713",0,0,7,3
"9714",3,-1,7,3
"9715",3,-1,6,2
"9716",5,2,3,-1
"9717",0,0,1,-3
"9718",5,2,7,3
"9719",0,0,7,3
"9720",5,2,3,-1
"9721",2,-2,1,-3
"9722",5,2,1,-3
"9723",0,0,2,-2
"9724",0,0,2,-2
"9725",3,-1,1,-3
"9726",1,-3,1,-3
"9727",0,0,4,0
"9728",3,-1,7,3
"9729",1,-3,1,-3
"9730",1,-3,7,3
"9731",0,0,2,-2
"9732",0,0,2,-2
"9733",4,1,4,0
"9734",2,-2,2,-2
"9735",5,2,3,-1
"9736",5,2,1,-3
"9737",2,-2,3,-1
"9738",1,-3,4,0
"9739",5,2,2,-2
"9740",5,2,2,-2
"9741",0,0,3,-1
"9742",1,-3,6,2
"9743",5,2,6,2
"9744",6,6,2,-2
"9745",2,-2,1,-3
"9746",0,0,1,-3
"9747",3,-1,7,3
"9748",1,-3,7,3
"9749",1,-3,2,-2
"9750",2,-2,1,-3
"9751",0,0,3,-1
"9752",6,6,4,0
"9753",1,-3,2,-2
"9754",1,-3,2,-2
"9755",4,1,7,3
"9756",5,2,1,-3
"9757",0,0,3,-1
"9758",5,2,2,-2
"9759",3,-1,3,-1
"9760",5,2,4,0
"9761",1,-3,3,-1
"9762",3,-1,6,2
"9763",3,-1,1,-3
"9764",3,-1,3,-1
"9765",2,-2,4,0
"9766",3,-1,4,0
"9767",5,2,1,-3
"9768",3,-1,5,1
"9769",2,-2,7,3
"9770",1,-3,4,0
"9771",3,-1,4,0
"9772",5,2,4,0
"9773",4,1,2,-2
"9774",1,-3,5,1
"9775",1,-3,6,2
"9776",5,2,1,-3
"9777",1,-3,2,-2
"9778",2,-2,3,-1
"9779",3,-1,4,0
"9780",5,2,1,-3
"9781",4,1,1,-3
"9782",1,-3,1,-3
"9783",2,-2,1,-3
"9784",1,-3,3,-1
"9785",5,2,2,-2
"9786",5,2,6,2
"9787",5,2,7,3
"9788",6,6,4,0
"9789",4,1,7,3
"9790",5,2,1,-3
"9791",3,-1,2,-2
"9792",0,0,1,-3
"9793",1,-3,2,-2
"9794",2,-2,4,0
"9795",0,0,6,2
"9796",0,0,3,-1
"9797",6,6,5,1
"9798",5,2,4,0
"9799",3,-1,7,3
"9800",5,2,1,-3
"9801",2,-2,7,3
"9802",3,-1,5,1
"9803",3,-1,6,2
"9804",3,-1,2,-2
"9805",1,-3,3,-1
"9806",0,0,4,0
"9807",0,0,6,2
"9808",1,-3,2,-2
"9809",1,-3,4,0
"9810",4,1,7,3
"9811",2,-2,2,-2
"9812",5,2,7,3
"9813",4,1,7,3
"9814",6,6,2,-2
"9815",0,0,3,-1
"9816",3,-1,3,-1
"9817",2,-2,3,-1
"9818",2,-2,2,-2
"9819",0,0,1,-3
"9820",5,2,1,-3
"9821",0,0,7,3
"9822",3,-1,2,-2
"9823",0,0,3,-1
"9824",5,2,4,0
"9825",3,-1,5,1
"9826",1,-3,1,-3
"9827",0,0,2,-2
"9828",0,0,3,-1
"9829",2,-2,7,3
"9830",5,2,1,-3
"9831",1,-3,4,0
"9832",0,0,3,-1
"9833",2,-2,4,0
"9834",4,1,4,0
"9835",3,-1,3,-1
"9836",2,-2,5,1
"9837",5,2,4,0
"9838",1,-3,7,3
"9839",2,-2,3,-1
"9840",1,-3,1,-3
"9841",1,-3,3,-1
"9842",0,0,2,-2
"9843",0,0,2,-2
"9844",1,-3,4,0
"9845",5,2,4,0
"9846",6,6,7,3
"9847",1,-3,4,0
"9848",2,-2,4,0
"9849",2,-2,1,-3
"9850",1,-3,2,-2
"9851",3,-1,4,0
"9852",3,-1,4,0
"9853",2,-2,3,-1
"9854",1,-3,2,-2
"9855",0,0,2,-2
"9856",0,0,3,-1
"9857",1,-3,2,-2
"9858",2,-2,4,0
"9859",6,6,4,0
"9860",5,2,4,0
"9861",0,0,1,-3
"9862",2,-2,2,-2
"9863",5,2,7,3
"9864",0,0,1,-3
"9865",5,2,1,-3
"9866",1,-3,2,-2
"9867",3,-1,4,0
"9868",3,-1,7,3
"9869",2,-2,3,-1
"9870",1,-3,2,-2
"9871",1,-3,4,0
"9872",2,-2,6,2
"9873",5,2,1,-3
"9874",1,-3,3,-1
"9875",2,-2,4,0
"9876",3,-1,1,-3
"9877",2,-2,4,0
"9878",0,0,4,0
"9879",3,-1,7,3
"9880",2,-2,2,-2
"9881",5,2,1,-3
"9882",3,-1,3,-1
"9883",2,-2,3,-1
"9884",0,0,5,1
"9885",2,-2,7,3
"9886",3,-1,3,-1
"9887",5,2,1,-3
"9888",4,1,1,-3
"9889",4,1,4,0
"9890",2,-2,7,3
"9891",0,0,7,3
"9892",2,-2,3,-1
"9893",1,-3,3,-1
"9894",3,-1,3,-1
"9895",3,-1,5,1
"9896",0,0,2,-2
"9897",0,0,2,-2
"9898",6,6,3,-1
"9899",4,1,2,-2
"9900",0,0,6,2
"9901",5,2,2,-2
"9902",1,-3,1,-3
"9903",2,-2,3,-1
"9904",0,0,7,3
"9905",2,-2,1,-3
"9906",3,-1,1,-3
"9907",0,0,7,3
"9908",3,-1,7,3
"9909",1,-3,1,-3
"9910",0,0,2,-2
"9911",5,2,7,3
"9912",1,-3,4,0
"9913",3,-1,1,-3
"9914",3,-1,2,-2
"9915",1,-3,3,-1
"9916",3,-1,7,3
"9917",5,2,3,-1
"9918",4,1,1,-3
"9919",6,6,5,1
"9920",3,-1,4,0
"9921",6,6,1,-3
"9922",5,2,3,-1
"9923",5,2,4,0
"9924",1,-3,1,-3
"9925",1,-3,1,-3
"9926",4,1,1,-3
"9927",2,-2,2,-2
"9928",2,-2,4,0
"9929",1,-3,3,-1
"9930",5,2,2,-2
"9931",5,2,2,-2
"9932",1,-3,1,-3
"9933",1,-3,3,-1
"9934",0,0,6,2
"9935",3,-1,4,0
"9936",0,0,7,3
"9937",1,-3,6,2
"9938",3,-1,2,-2
"9939",2,-2,3,-1
"9940",0,0,3,-1
"9941",5,2,3,-1
"9942",5,2,7,3
"9943",4,1,2,-2
"9944",3,-1,7,3
"9945",2,-2,4,0
"9946",2,-2,5,1
"9947",5,2,1,-3
"9948",3,-1,7,3
"9949",1,-3,4,0
"9950",1,-3,1,-3
"9951",5,2,7,3
"9952",3,-1,3,-1
"9953",1,-3,3,-1
"9954",5,2,2,-2
"9955",2,-2,2,-2
"9956",5,2,2,-2
"9957",4,1,2,-2
"9958",3,-1,4,0
"9959",0,0,2,-2
"9960",5,2,1,-3
"9961",0,0,2,-2
"9962",5,2,3,-1
"9963",1,-3,5,1
"9964",2,-2,2,-2
"9965",1,-3,1,-3
"9966",2,-2,2,-2
"9967",0,0,1,-3
"9968",3,-1,7,3
"9969",2,-2,7,3
"9970",1,-3,4,0
"9971",6,6,7,3
"9972",1,-3,7,3
"9973",6,6,2,-2
"9974",0,0,2,-2
"9975",4,1,7,3
"9976",0,0,2,-2
"9977",6,6,2,-2
"9978",1,-3,3,-1
"9979",5,2,3,-1
"9980",4,1,1,-3
"9981",2,-2,7,3
"9982",0,0,4,0
"9983",2,-2,4,0
"9984",0,0,2,-2
"9985",2,-2,7,3
"9986",5,2,3,-1
"9987",0,0,1,-3
"9988",3,-1,5,1
"9989",5,2,7,3
"9990",1,-3,4,0
"9991",6,6,7,3
"9992",5,2,1,-3
"9993",3,-1,1,-3
"9994",5,2,7,3
"9995",3,-1,4,0
"9996",0,0,3,-1
"9997",0,0,5,1
"9998",1,-3,6,2
"9999",5,2,2,-2
"10000",0,0,7,3
"10001",0,0,7,3
"10002",0,0,1,-3
"10003",3,-1,1,-3
"10004",2,-2,4,0
"10005",1,-3,3,-1
"10006",5,2,4,0
"10007",5,2,3,-1
"10008",1,-3,1,-3
"10009",2,-2,4,0
"10010",5,2,2,-2
"10011",3,-1,3,-1
"10012",1,-3,7,3
"10013",3,-1,4,0
"10014",4,1,7,3
"10015",1,-3,6,2
"10016",0,0,7,3
"10017",0,0,5,1
"10018",3,-1,1,-3
"10019",2,-2,2,-2
"10020",3,-1,4,0
"10021",2,-2,1,-3
"10022",6,6,7,3
"10023",1,-3,4,0
"10024",1,-3,2,-2
"10025",1,-3,1,-3
"10026",3,-1,2,-2
"10027",2,-2,3,-1
"10028",5,2,7,3
"10029",3,-1,3,-1
"10030",5,2,4,0
"10031",1,-3,4,0
"10032",6,6,7,3
"10033",1,-3,4,0
"10034",3,-1,3,-1
"10035",6,6,3,-1
"10036",3,-1,7,3
"10037",3,-1,7,3
"10038",6,6,3,-1
"10039",1,-3,2,-2
"10040",1,-3,4,0
"10041",3,-1,4,0
"10042",5,2,4,0
"10043",2,-2,4,0
"10044",1,-3,4,0
"10045",1,-3,3,-1
"10046",2,-2,7,3
"10047",0,0,1,-3
"10048",2,-2,3,-1
"10049",3,-1,6,2
"10050",0,0,3,-1
"10051",3,-1,4,0
"10052",3,-1,2,-2
"10053",3,-1,4,0
"10054",6,6,2,-2
"10055",4,1,2,-2
"10056",2,-2,1,-3
"10057",0,0,2,-2
"10058",0,0,3,-1
"10059",2,-2,5,1
"10060",5,2,4,0
"10061",3,-1,3,-1
"10062",1,-3,4,0
"10063",2,-2,1,-3
"10064",3,-1,7,3
"10065",3,-1,2,-2
"10066",6,6,6,2
"10067",2,-2,1,-3
"10068",3,-1,4,0
"10069",6,6,5,1
"10070",1,-3,7,3
"10071",3,-1,5,1
"10072",3,-1,2,-2
"10073",3,-1,1,-3
"10074",5,2,1,-3
"10075",1,-3,4,0
"10076",0,0,3,-1
"10077",1,-3,7,3
"10078",5,2,2,-2
"10079",2,-2,2,-2
"10080",3,-1,3,-1
"10081",0,0,1,-3
"10082",3,-1,7,3
"10083",1,-3,7,3
"10084",5,2,2,-2
"10085",0,0,2,-2
"10086",5,2,7,3
"10087",3,-1,3,-1
"10088",1,-3,2,-2
"10089",2,-2,7,3
"10090",1,-3,2,-2
"10091",6,6,1,-3
"10092",3,-1,1,-3
"10093",6,6,7,3
"10094",3,-1,4,0
"10095",3,-1,1,-3
"10096",6,6,4,0
"10097",4,1,1,-3
"10098",4,1,4,0
"10099",5,2,2,-2
"10100",1,-3,2,-2
"10101",5,2,5,1
"10102",6,6,2,-2
"10103",6,6,2,-2
"10104",3,-1,4,0
"10105",4,1,4,0
"10106",0,0,4,0
"10107",2,-2,4,0
"10108",2,-2,2,-2
"10109",5,2,3,-1
"10110",0,0,5,1
"10111",0,0,2,-2
"10112",3,-1,7,3
"10113",3,-1,7,3
"10114",2,-2,1,-3
"10115",3,-1,3,-1
"10116",3,-1,4,0
"10117",2,-2,7,3
"10118",5,2,6,2
"10119",0,0,7,3
"10120",0,0,1,-3
"10121",5,2,4,0
"10122",0,0,1,-3
"10123",3,-1,7,3
"10124",3,-1,3,-1
"10125",0,0,7,3
"10126",3,-1,7,3
"10127",1,-3,5,1
"10128",4,1,4,0
"10129",5,2,7,3
"10130",0,0,3,-1
"10131",1,-3,3,-1
"10132",0,0,6,2
"10133",6,6,2,-2
"10134",3,-1,3,-1
"10135",4,1,2,-2
"10136",1,-3,2,-2
"10137",1,-3,6,2
"10138",0,0,5,1
"10139",3,-1,1,-3
"10140",1,-3,5,1
"10141",0,0,1,-3
"10142",6,6,2,-2
"10143",3,-1,6,2
"10144",0,0,4,0
"10145",1,-3,2,-2
"10146",3,-1,4,0
"10147",4,1,3,-1
"10148",3,-1,7,3
"10149",3,-1,3,-1
"10150",3,-1,2,-2
"10151",5,2,2,-2
"10152",3,-1,3,-1
"10153",3,-1,7,3
"10154",2,-2,3,-1
"10155",5,2,5,1
"10156",5,2,6,2
"10157",3,-1,2,-2
"10158",1,-3,7,3
"10159",0,0,4,0
"10160",4,1,7,3
"10161",5,2,2,-2
"10162",5,2,6,2
"10163",2,-2,2,-2
"10164",1,-3,1,-3
"10165",3,-1,2,-2
"10166",5,2,4,0
"10167",5,2,3,-1
"10168",5,2,3,-1
"10169",3,-1,6,2
"10170",6,6,7,3
"10171",3,-1,3,-1
"10172",1,-3,2,-2
"10173",2,-2,7,3
"10174",3,-1,3,-1
"10175",1,-3,1,-3
"10176",5,2,7,3
"10177",5,2,1,-3
"10178",5,2,2,-2
"10179",3,-1,5,1
"10180",1,-3,4,0
"10181",4,1,4,0
"10182",2,-2,7,3
"10183",3,-1,2,-2
"10184",5,2,4,0
"10185",3,-1,4,0
"10186",2,-2,7,3
"10187",3,-1,3,-1
"10188",6,6,1,-3
"10189",0,0,2,-2
"10190",4,1,2,-2
"10191",5,2,1,-3
"10192",2,-2,1,-3
"10193",3,-1,3,-1
"10194",1,-3,1,-3
"10195",3,-1,3,-1
"10196",2,-2,4,0
"10197",2,-2,1,-3
"10198",2,-2,2,-2
"10199",0,0,3,-1
"10200",6,6,7,3
"10201",3,-1,7,3
"10202",2,-2,2,-2
"10203",2,-2,4,0
"10204",3,-1,1,-3
"10205",1,-3,7,3
"10206",2,-2,7,3
"10207",3,-1,4,0
"10208",3,-1,2,-2
"10209",6,6,2,-2
"10210",2,-2,6,2
"10211",0,0,1,-3
"10212",3,-1,1,-3
"10213",2,-2,1,-3
"10214",0,0,1,-3
"10215",5,2,1,-3
"10216",1,-3,4,0
"10217",3,-1,5,1
"10218",5,2,7,3
"10219",3,-1,2,-2
"10220",0,0,6,2
"10221",5,2,2,-2
"10222",2,-2,7,3
"10223",6,6,5,1
"10224",0,0,3,-1
"10225",3,-1,6,2
"10226",1,-3,1,-3
"10227",1,-3,2,-2
"10228",1,-3,2,-2
"10229",2,-2,3,-1
"10230",5,2,7,3
"10231",5,2,2,-2
"10232",2,-2,2,-2
"10233",2,-2,6,2
"10234",6,6,6,2
"10235",5,2,7,3
"10236",3,-1,1,-3
"10237",3,-1,7,3
"10238",1,-3,4,0
"10239",2,-2,4,0
"10240",3,-1,2,-2
"10241",0,0,2,-2
"10242",0,0,5,1
"10243",3,-1,4,0
"10244",2,-2,2,-2
"10245",6,6,1,-3
"10246",3,-1,3,-1
"10247",3,-1,2,-2
"10248",1,-3,1,-3
"10249",1,-3,4,0
"10250",4,1,1,-3
"10251",5,2,7,3
"10252",2,-2,4,0
"10253",5,2,3,-1
"10254",4,1,6,2
"10255",3,-1,4,0
"10256",6,6,6,2
"10257",5,2,3,-1
"10258",5,2,4,0
"10259",2,-2,3,-1
"10260",1,-3,1,-3
"10261",5,2,1,-3
"10262",3,-1,4,0
"10263",3,-1,7,3
"10264",2,-2,1,-3
"10265",0,0,1,-3
"10266",5,2,4,0
"10267",3,-1,2,-2
"10268",2,-2,1,-3
"10269",5,2,3,-1
"10270",5,2,1,-3
"10271",4,1,2,-2
"10272",4,1,2,-2
"10273",2,-2,2,-2
"10274",1,-3,2,-2
"10275",0,0,7,3
"10276",1,-3,4,0
"10277",3,-1,7,3
"10278",5,2,7,3
"10279",3,-1,1,-3
"10280",2,-2,1,-3
"10281",1,-3,1,-3
"10282",2,-2,3,-1
"10283",5,2,4,0
"10284",1,-3,3,-1
"10285",3,-1,6,2
"10286",5,2,1,-3
"10287",3,-1,7,3
"10288",0,0,1,-3
"10289",1,-3,2,-2
"10290",0,0,4,0
"10291",2,-2,3,-1
"10292",6,6,3,-1
"10293",4,1,6,2
"10294",3,-1,1,-3
"10295",0,0,6,2
"10296",0,0,2,-2
"10297",5,2,4,0
"10298",3,-1,7,3
"10299",2,-2,1,-3
"10300",2,-2,6,2
"10301",1,-3,3,-1
"10302",2,-2,4,0
"10303",5,2,2,-2
"10304",3,-1,2,-2
"10305",5,2,4,0
"10306",1,-3,4,0
"10307",0,0,4,0
"10308",3,-1,5,1
"10309",5,2,2,-2
"10310",2,-2,4,0
"10311",0,0,1,-3
"10312",3,-1,4,0
"10313",0,0,1,-3
"10314",3,-1,5,1
"10315",5,2,4,0
"10316",2,-2,1,-3
"10317",1,-3,3,-1
"10318",5,2,6,2
"10319",6,6,4,0
"10320",5,2,4,0
"10321",3,-1,3,-1
"10322",2,-2,1,-3
"10323",5,2,4,0
"10324",0,0,6,2
"10325",3,-1,4,0
"10326",2,-2,4,0
"10327",2,-2,4,0
"10328",3,-1,1,-3
"10329",5,2,1,-3
"10330",5,2,7,3
"10331",2,-2,1,-3
"10332",0,0,7,3
"10333",1,-3,4,0
"10334",1,-3,1,-3
"10335",0,0,3,-1
"10336",2,-2,7,3
"10337",0,0,7,3
"10338",0,0,2,-2
"10339",2,-2,6,2
"10340",1,-3,2,-2
"10341",3,-1,4,0
"10342",3,-1,7,3
"10343",5,2,3,-1
"10344",2,-2,2,-2
"10345",0,0,1,-3
"10346",1,-3,3,-1
"10347",4,1,2,-2
"10348",0,0,3,-1
"10349",3,-1,1,-3
"10350",1,-3,7,3
"10351",6,6,4,0
"10352",1,-3,4,0
"10353",2,-2,7,3
"10354",4,1,2,-2
"10355",2,-2,7,3
"10356",6,6,7,3
"10357",1,-3,2,-2
"10358",1,-3,3,-1
"10359",0,0,2,-2
"10360",2,-2,2,-2
"10361",5,2,7,3
"10362",3,-1,2,-2
"10363",5,2,2,-2
"10364",3,-1,7,3
"10365",4,1,2,-2
"10366",5,2,1,-3
"10367",4,1,3,-1
"10368",3,-1,3,-1
"10369",0,0,7,3
"10370",5,2,2,-2
"10371",1,-3,3,-1
"10372",3,-1,2,-2
"10373",3,-1,3,-1
"10374",2,-2,1,-3
"10375",2,-2,7,3
"10376",0,0,4,0
"10377",6,6,5,1
"10378",0,0,7,3
"10379",1,-3,3,-1
"10380",3,-1,4,0
"10381",6,6,4,0
"10382",4,1,1,-3
"10383",3,-1,7,3
"10384",1,-3,2,-2
"10385",5,2,1,-3
"10386",4,1,3,-1
"10387",2,-2,3,-1
"10388",1,-3,5,1
"10389",3,-1,7,3
"10390",4,1,4,0
"10391",3,-1,4,0
"10392",3,-1,1,-3
"10393",0,0,6,2
"10394",3,-1,2,-2
"10395",1,-3,7,3
"10396",0,0,4,0
"10397",4,1,3,-1
"10398",6,6,2,-2
"10399",1,-3,3,-1
"10400",0,0,4,0
"10401",3,-1,2,-2
"10402",0,0,4,0
"10403",1,-3,7,3
"10404",2,-2,1,-3
"10405",5,2,2,-2
"10406",2,-2,4,0
"10407",3,-1,1,-3
"10408",3,-1,1,-3
"10409",3,-1,5,1
"10410",5,2,1,-3
"10411",0,0,1,-3
"10412",0,0,6,2
"10413",5,2,6,2
"10414",3,-1,6,2
"10415",1,-3,3,-1
"10416",5,2,1,-3
"10417",1,-3,4,0
"10418",2,-2,6,2
"10419",0,0,7,3
"10420",1,-3,3,-1
"10421",4,1,4,0
"10422",0,0,2,-2
"10423",0,0,6,2
"10424",5,2,6,2
"10425",0,0,3,-1
"10426",3,-1,4,0
"10427",1,-3,3,-1
"10428",0,0,3,-1
"10429",0,0,1,-3
"10430",0,0,1,-3
"10431",5,2,2,-2
"10432",4,1,1,-3
"10433",3,-1,7,3
"10434",3,-1,1,-3
"10435",5,2,3,-1
"10436",6,6,6,2
"10437",3,-1,3,-1
"10438",3,-1,4,0
"10439",2,-2,1,-3
"10440",0,0,3,-1
"10441",0,0,6,2
"10442",0,0,3,-1
"10443",3,-1,1,-3
"10444",2,-2,6,2
"10445",2,-2,7,3
"10446",3,-1,1,-3
"10447",5,2,1,-3
"10448",0,0,1,-3
"10449",4,1,4,0
"10450",2,-2,7,3
"10451",0,0,2,-2
"10452",5,2,1,-3
"10453",2,-2,3,-1
"10454",6,6,3,-1
"10455",2,-2,3,-1
"10456",1,-3,6,2
"10457",1,-3,1,-3
"10458",3,-1,7,3
"10459",3,-1,6,2
"10460",3,-1,2,-2
"10461",3,-1,2,-2
"10462",1,-3,7,3
"10463",5,2,1,-3
"10464",1,-3,4,0
"10465",1,-3,2,-2
"10466",5,2,1,-3
"10467",5,2,1,-3
"10468",0,0,7,3
"10469",6,6,2,-2
"10470",1,-3,6,2
"10471",0,0,6,2
"10472",5,2,1,-3
"10473",3,-1,4,0
"10474",3,-1,7,3
"10475",3,-1,2,-2
"10476",1,-3,7,3
"10477",0,0,3,-1
"10478",5,2,4,0
"10479",3,-1,2,-2
"10480",3,-1,7,3
"10481",3,-1,1,-3
"10482",3,-1,5,1
"10483",3,-1,1,-3
"10484",2,-2,3,-1
"10485",2,-2,3,-1
"10486",0,0,4,0
"10487",5,2,1,-3
"10488",6,6,2,-2
"10489",2,-2,7,3
"10490",5,2,7,3
"10491",6,6,6,2
"10492",3,-1,4,0
"10493",1,-3,2,-2
"10494",1,-3,3,-1
"10495",3,-1,7,3
"10496",2,-2,4,0
"10497",2,-2,7,3
"10498",3,-1,2,-2
"10499",3,-1,1,-3
"10500",2,-2,1,-3
"10501",0,0,2,-2
"10502",2,-2,4,0
"10503",2,-2,6,2
"10504",1,-3,7,3
"10505",1,-3,4,0
"10506",2,-2,3,-1
"10507",1,-3,2,-2
"10508",4,1,4,0
"10509",3,-1,3,-1
"10510",0,0,3,-1
"10511",3,-1,1,-3
"10512",3,-1,6,2
"10513",2,-2,1,-3
"10514",2,-2,3,-1
"10515",0,0,4,0
"10516",5,2,3,-1
"10517",5,2,2,-2
"10518",6,6,1,-3
"10519",5,2,4,0
"10520",1,-3,7,3
"10521",3,-1,2,-2
"10522",1,-3,5,1
"10523",3,-1,7,3
"10524",2,-2,2,-2
"10525",0,0,1,-3
"10526",6,6,2,-2
"10527",1,-3,3,-1
"10528",3,-1,4,0
"10529",0,0,2,-2
"10530",5,2,3,-1
"10531",3,-1,2,-2
"10532",0,0,4,0
"10533",1,-3,1,-3
"10534",3,-1,4,0
"10535",0,0,1,-3
"10536",2,-2,1,-3
"10537",3,-1,4,0
"10538",6,6,5,1
"10539",3,-1,3,-1
"10540",1,-3,7,3
"10541",5,2,3,-1
"10542",3,-1,7,3
"10543",3,-1,1,-3
"10544",3,-1,2,-2
"10545",1,-3,1,-3
"10546",4,1,2,-2
"10547",5,2,2,-2
"10548",2,-2,7,3
"10549",2,-2,2,-2
"10550",5,2,2,-2
"10551",0,0,2,-2
"10552",2,-2,1,-3
"10553",3,-1,1,-3
"10554",0,0,3,-1
"10555",3,-1,2,-2
"10556",2,-2,3,-1
"10557",0,0,5,1
"10558",2,-2,7,3
"10559",3,-1,1,-3
"10560",3,-1,4,0
"10561",5,2,3,-1
"10562",3,-1,3,-1
"10563",0,0,4,0
"10564",3,-1,6,2
"10565",6,6,7,3
"10566",5,2,5,1
"10567",0,0,4,0
"10568",0,0,7,3
"10569",3,-1,7,3
"10570",6,6,1,-3
"10571",3,-1,4,0
"10572",3,-1,2,-2
"10573",1,-3,1,-3
"10574",1,-3,4,0
"10575",2,-2,3,-1
"10576",3,-1,1,-3
"10577",3,-1,4,0
"10578",5,2,3,-1
"10579",5,2,3,-1
"10580",2,-2,5,1
"10581",1,-3,4,0
"10582",2,-2,3,-1
"10583",0,0,3,-1
"10584",2,-2,4,0
"10585",2,-2,2,-2
"10586",2,-2,1,-3
"10587",3,-1,1,-3
"10588",2,-2,1,-3
"10589",1,-3,7,3
"10590",3,-1,1,-3
"10591",2,-2,4,0
"10592",6,6,5,1
"10593",2,-2,2,-2
"10594",3,-1,4,0
"10595",4,1,4,0
"10596",3,-1,2,-2
"10597",3,-1,7,3
"10598",3,-1,6,2
"10599",1,-3,2,-2
"10600",1,-3,1,-3
"10601",6,6,4,0
"10602",5,2,3,-1
"10603",2,-2,7,3
"10604",2,-2,7,3
"10605",5,2,1,-3
"10606",0,0,4,0
"10607",3,-1,2,-2
"10608",1,-3,7,3
"10609",3,-1,1,-3
"10610",3,-1,1,-3
"10611",2,-2,5,1
"10612",3,-1,4,0
"10613",2,-2,7,3
"10614",2,-2,6,2
"10615",2,-2,4,0
"10616",0,0,2,-2
"10617",0,0,1,-3
"10618",5,2,3,-1
"10619",1,-3,7,3
"10620",0,0,5,1
"10621",0,0,4,0
"10622",0,0,1,-3
"10623",1,-3,4,0
"10624",4,1,7,3
"10625",2,-2,2,-2
"10626",0,0,3,-1
"10627",1,-3,7,3
"10628",0,0,7,3
"10629",4,1,6,2
"10630",3,-1,2,-2
"10631",3,-1,5,1
"10632",1,-3,7,3
"10633",3,-1,1,-3
"10634",3,-1,4,0
"10635",1,-3,5,1
"10636",3,-1,5,1
"10637",3,-1,3,-1
"10638",5,2,4,0
"10639",3,-1,4,0
"10640",1,-3,6,2
"10641",1,-3,7,3
"10642",3,-1,7,3
"10643",1,-3,5,1
"10644",5,2,3,-1
"10645",3,-1,2,-2
"10646",0,0,3,-1
"10647",3,-1,2,-2
"10648",1,-3,7,3
"10649",1,-3,7,3
"10650",3,-1,4,0
"10651",5,2,1,-3
"10652",2,-2,3,-1
"10653",1,-3,3,-1
"10654",5,2,4,0
"10655",6,6,6,2
"10656",4,1,1,-3
"10657",5,2,3,-1
"10658",5,2,4,0
"10659",4,1,1,-3
"10660",2,-2,2,-2
"10661",2,-2,6,2
"10662",0,0,7,3
"10663",3,-1,4,0
"10664",3,-1,1,-3
"10665",5,2,2,-2
"10666",1,-3,4,0
"10667",6,6,7,3
"10668",5,2,3,-1
"10669",2,-2,7,3
"10670",5,2,4,0
"10671",0,0,6,2
"10672",4,1,2,-2
"10673",1,-3,7,3
"10674",1,-3,7,3
"10675",2,-2,6,2
"10676",0,0,4,0
"10677",3,-1,7,3
"10678",1,-3,2,-2
"10679",2,-2,1,-3
"10680",3,-1,2,-2
"10681",1,-3,2,-2
"10682",0,0,5,1
"10683",0,0,4,0
"10684",3,-1,5,1
"10685",1,-3,3,-1
"10686",2,-2,2,-2
"10687",5,2,1,-3
"10688",3,-1,2,-2
"10689",1,-3,4,0
"10690",0,0,2,-2
"10691",1,-3,7,3
"10692",2,-2,7,3
"10693",5,2,4,0
"10694",1,-3,2,-2
"10695",2,-2,3,-1
"10696",1,-3,3,-1
"10697",1,-3,4,0
"10698",2,-2,2,-2
"10699",0,0,7,3
"10700",3,-1,7,3
"10701",1,-3,2,-2
"10702",5,2,2,-2
"10703",3,-1,7,3
"10704",6,6,3,-1
"10705",1,-3,4,0
"10706",0,0,2,-2
"10707",5,2,2,-2
"10708",3,-1,1,-3
"10709",2,-2,2,-2
"10710",0,0,7,3
"10711",5,2,1,-3
"10712",2,-2,4,0
"10713",0,0,6,2
"10714",0,0,1,-3
"10715",2,-2,5,1
"10716",5,2,2,-2
"10717",3,-1,1,-3
"10718",3,-1,6,2
"10719",6,6,7,3
"10720",0,0,4,0
"10721",5,2,1,-3
"10722",3,-1,2,-2
"10723",5,2,3,-1
"10724",3,-1,7,3
"10725",3,-1,3,-1
"10726",5,2,7,3
"10727",3,-1,4,0
"10728",6,6,1,-3
"10729",3,-1,7,3
"10730",0,0,4,0
"10731",1,-3,7,3
"10732",6,6,2,-2
"10733",1,-3,4,0
"10734",3,-1,7,3
"10735",0,0,6,2
"10736",5,2,2,-2
"10737",2,-2,5,1
"10738",1,-3,6,2
"10739",5,2,7,3
"10740",1,-3,4,0
"10741",2,-2,5,1
"10742",4,1,2,-2
"10743",3,-1,5,1
"10744",2,-2,2,-2
"10745",4,1,1,-3
"10746",2,-2,1,-3
"10747",2,-2,2,-2
"10748",5,2,7,3
